sourceInstance,targetInstance,linkTypeName,sourceObjectType,targetObjectType,linkTypeCategory,source_url
Hua Hong Semiconductor 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Hua Li Microelectronics (HLMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Intel 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Jiangsu CAS-IGBT Technology 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
"Macronix International Co., Ltd. (MXIC) 2026Q4 foundry installed capacity foundry (SEMI WFF)",SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Nexchip 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Optimal Perenni 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Pengxinwei Semiconductor (PXW Semi) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Pensun Technology (PST Semi) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Powerchip Semiconductor Manufacturing Corp (PSMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
SK Hynix 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
SK keyfoundry (was Key Foundry) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
SMIC 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Samsung 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
"SiEn Integrated Circuits Co., Ltd. 2026Q4 foundry installed capacity foundry (SEMI WFF)",SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
SilTerra Malaysia Sdn. Bhd. 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Skywater 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Systems on Silicon Manufacturing Co. Pte. Ltd. (SSMC) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
TSMC 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Tower Partners Semiconductor (TPSCo) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
TowerJazz Semiconductors Ltd. 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
UMC 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Unisonic Technologies 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
"United Nova Technology (UNT, was SMEC, was SMIC Shaoxing) 2026Q4 foundry installed capacity foundry (SEMI WFF)",SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Vanguard International Semiconductor (VIS) 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Wingtech 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Wuhan Chuxing Technology 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
X-FAB Silicon Foundries 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
XMC 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
Zensemi 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
总计 2026Q4 foundry installed capacity foundry (SEMI WFF),SEMI WFF wafer foundry market scope,晶圆产能统计对象晶圆代工,晶圆产能,晶圆代工,统计对象,SEMI_WFF_2026_1Q.xlsx
