company_name,metric_name,metric_period,metric_value,currency_or_unit,segment,related_object_type,source_doc,source_sheet,source_date,adopted,notes
Micron,equipment_spending,2025,7038,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 13."
Micron,equipment_spending,2026,9763,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 13."
Micron,equipment_spending,2027,11078,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 13."
Micron,construction_spending,2025,2580,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 14."
Micron,construction_spending,2026,2745,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 14."
Micron,construction_spending,2027,8175,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 14."
SK Hynix,equipment_spending,2025,9780,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 14."
SK Hynix,equipment_spending,2026,9724,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 14."
SK Hynix,equipment_spending,2027,12770,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 14."
Hua Li Microelectronics (HLMC),construction_spending,2025,1000,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 15."
Hua Li Microelectronics (HLMC),construction_spending,2026,1400,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 15."
Hua Li Microelectronics (HLMC),construction_spending,2027,500,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 15."
Intel,equipment_spending,2025,4940,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 15."
Intel,equipment_spending,2026,7140,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 15."
Intel,equipment_spending,2027,7685,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 15."
SMIC,construction_spending,2025,750,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 16."
SMIC,construction_spending,2026,1050,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 16."
SMIC,construction_spending,2027,1050,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 16."
CXMT (ChangXin Memory Technologies),equipment_spending,2025,6100,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 16."
CXMT (ChangXin Memory Technologies),equipment_spending,2026,6005,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 16."
CXMT (ChangXin Memory Technologies),equipment_spending,2027,4395,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 16."
"YMTC (Yangtze Memory Technology Co., Ltd.)",construction_spending,2025,900,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 17."
"YMTC (Yangtze Memory Technology Co., Ltd.)",construction_spending,2026,850,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 17."
"YMTC (Yangtze Memory Technology Co., Ltd.)",construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 17."
SMIC,equipment_spending,2025,6168,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 17."
SMIC,equipment_spending,2026,4528,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 17."
SMIC,equipment_spending,2027,5293,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 17."
Texas Instruments,construction_spending,2025,2425,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 18."
Texas Instruments,construction_spending,2026,800,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 18."
Texas Instruments,construction_spending,2027,450,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 18."
Hua Li Microelectronics (HLMC),equipment_spending,2025,1724,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 18."
Hua Li Microelectronics (HLMC),equipment_spending,2026,3774,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 18."
Hua Li Microelectronics (HLMC),equipment_spending,2027,5264,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 18."
CXMT (ChangXin Memory Technologies),construction_spending,2025,3200,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 19."
CXMT (ChangXin Memory Technologies),construction_spending,2026,800,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 19."
CXMT (ChangXin Memory Technologies),construction_spending,2027,150,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 19."
"YMTC (Yangtze Memory Technology Co., Ltd.)",equipment_spending,2025,2100,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 19."
"YMTC (Yangtze Memory Technology Co., Ltd.)",equipment_spending,2026,3250,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 19."
"YMTC (Yangtze Memory Technology Co., Ltd.)",equipment_spending,2027,4050,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 19."
Rong Semi (former HIDM Tacoma),construction_spending,2025,350,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 20."
Rong Semi (former HIDM Tacoma),construction_spending,2026,650,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 20."
Rong Semi (former HIDM Tacoma),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 20."
Optimal Perenni,equipment_spending,2025,2600,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 20."
Optimal Perenni,equipment_spending,2026,3010,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 20."
Optimal Perenni,equipment_spending,2027,3130,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 20."
Tata Electronics,construction_spending,2025,152,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 21."
Tata Electronics,construction_spending,2026,645,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 21."
Tata Electronics,construction_spending,2027,1075,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 21."
Hua Hong Semiconductor,equipment_spending,2025,2298,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 21."
Hua Hong Semiconductor,equipment_spending,2026,2518,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 21."
Hua Hong Semiconductor,equipment_spending,2027,1994,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 21."
Nanya Technology,construction_spending,2025,210,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 22."
Nanya Technology,construction_spending,2026,630,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 22."
Nanya Technology,construction_spending,2027,460,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 22."
Infineon,equipment_spending,2025,868.7,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 22."
Infineon,equipment_spending,2026,2406.7,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 22."
Infineon,equipment_spending,2027,2593.7,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 22."
Intel,construction_spending,2025,2870,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 23."
Intel,construction_spending,2026,615,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 23."
Intel,construction_spending,2027,1415,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 23."
Kioxia/WD (was Flash Alliance),equipment_spending,2025,2341,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 23."
Kioxia/WD (was Flash Alliance),equipment_spending,2026,2348,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 23."
Kioxia/WD (was Flash Alliance),equipment_spending,2027,3777,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 23."
Infineon,construction_spending,2025,740,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 24."
Infineon,construction_spending,2026,565,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 24."
Infineon,construction_spending,2027,20,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 24."
Texas Instruments,equipment_spending,2025,1944,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 24."
Texas Instruments,equipment_spending,2026,2151.4,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 24."
Texas Instruments,equipment_spending,2027,3360.4,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 24."
Sony,construction_spending,2025,560,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 25."
Sony,construction_spending,2026,525,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 25."
Sony,construction_spending,2027,25,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 25."
Rapidus,equipment_spending,2025,970,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 25."
Rapidus,equipment_spending,2026,1910,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 25."
Rapidus,equipment_spending,2027,2800,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 25."
XMC,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 26."
XMC,construction_spending,2026,500,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 26."
XMC,construction_spending,2027,600,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 26."
UMC,equipment_spending,2025,1560.8,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 26."
UMC,equipment_spending,2026,1666.8,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 26."
UMC,equipment_spending,2027,1230.8,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 26."
Vanguard International Semiconductor (VIS),construction_spending,2025,1350,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 27."
Vanguard International Semiconductor (VIS),construction_spending,2026,450,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 27."
Vanguard International Semiconductor (VIS),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 27."
GTX Semiconductor,equipment_spending,2025,3500,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 27."
GTX Semiconductor,equipment_spending,2026,1550,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 27."
GTX Semiconductor,equipment_spending,2027,3280,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 27."
Coherent (was II-VI Incorporated),construction_spending,2025,4,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 28."
Coherent (was II-VI Incorporated),construction_spending,2026,400,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 28."
Coherent (was II-VI Incorporated),construction_spending,2027,600,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 28."
Chongqing Xinlian Microelectronics (XLMEC),equipment_spending,2025,1450,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 28."
Chongqing Xinlian Microelectronics (XLMEC),equipment_spending,2026,1550,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 28."
Chongqing Xinlian Microelectronics (XLMEC),equipment_spending,2027,180,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 28."
Hua Hong Semiconductor,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 29."
Hua Hong Semiconductor,construction_spending,2026,400,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 29."
Hua Hong Semiconductor,construction_spending,2027,200,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 29."
Wuhan Chuxing Technology,equipment_spending,2025,1170,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 29."
Wuhan Chuxing Technology,equipment_spending,2026,1340,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 29."
Wuhan Chuxing Technology,equipment_spending,2027,1320,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 29."
Rapidus,construction_spending,2025,1250,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 30."
Rapidus,construction_spending,2026,400,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 30."
Rapidus,construction_spending,2027,800,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 30."
STMicroelectronics,equipment_spending,2025,776,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 30."
STMicroelectronics,equipment_spending,2026,1328,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 30."
STMicroelectronics,equipment_spending,2027,1941.5,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 30."
CanSemi,construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 31."
CanSemi,construction_spending,2026,380,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 31."
CanSemi,construction_spending,2027,380,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 31."
Winbond Electronic Corporation,equipment_spending,2025,180,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 31."
Winbond Electronic Corporation,equipment_spending,2026,1276,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 31."
Winbond Electronic Corporation,equipment_spending,2027,172,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 31."
STMicroelectronics,construction_spending,2025,280,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 32."
STMicroelectronics,construction_spending,2026,365,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 32."
STMicroelectronics,construction_spending,2027,230,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 32."
Vanguard International Semiconductor (VIS),equipment_spending,2025,552,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 32."
Vanguard International Semiconductor (VIS),equipment_spending,2026,1208,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 32."
Vanguard International Semiconductor (VIS),equipment_spending,2027,1282,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 32."
GF (Globalfoundries),construction_spending,2025,60,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 33."
GF (Globalfoundries),construction_spending,2026,315,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 33."
GF (Globalfoundries),construction_spending,2027,1250,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 33."
GF (Globalfoundries),equipment_spending,2025,552,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 33."
GF (Globalfoundries),equipment_spending,2026,1077,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 33."
GF (Globalfoundries),equipment_spending,2027,1464,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 33."
Toshiba (TDSC),construction_spending,2025,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 34."
Toshiba (TDSC),construction_spending,2026,260,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 34."
Toshiba (TDSC),construction_spending,2027,0,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Construction spending table, row 34."
CanSemi,equipment_spending,2025,756,USD million,all,资本开支,/Users/simon/Downloads/SEMI_WFF_2026_1Q.xlsx,Spending by Company,2026-06-17,yes,"Equipment spending table, row 34."
